,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Sex
0,-0.5745581331424137,-0.4321487936470637,-1.0644241467266957,-0.6418982280024725,-0.6076853645006243,-0.7262115735818162,-0.6382168891980078,1.5715435666811879,M
1,-1.4489858478494209,-1.4399289969040678,-1.1839783068513943,-1.2302771064644882,-1.1709098401337676,-1.205221240836591,-1.2129873174176684,-0.9100129886641751,M
2,0.05003309164830575,0.12213031814428864,-0.10799086572910815,-0.3094692602752332,-0.46349989873853953,-0.35668983027099027,-0.2071390680332622,-0.2896238498278344,F
3,-0.6994763781005576,-0.4321487936470637,-0.3470991859785052,-0.6378193449628745,-0.6482375267462106,-0.6075996559758721,-0.6022937374342789,0.020570719590336,M
4,-1.6155435077936124,-1.5407070172297683,-1.4230866271007911,-1.272085657620368,-1.2159677981844192,-1.2873371837945522,-1.320756772708855,-0.9100129886641751,I
5,-0.8243946230587016,-1.0872059257641167,-1.0644241467266957,-0.9733074749698124,-0.983919314223564,-0.9406254246387155,-0.8537557997803805,-0.5998184192460048,I
6,0.05003309164830575,0.07174130798143838,0.2506716146449868,-0.10450538753543243,-0.55136291693731,-0.35668983027099027,0.6550165742962291,3.12251641377204,F
7,0.1749513366064497,0.1725193283071389,-0.3470991859785052,-0.12388008197352296,-0.2945325560485966,-0.2836978809750245,0.15209244960402588,1.8817381360993584,F
8,-0.40800047319822214,-0.38175978348421347,-0.3470991859785052,-0.6510757148415682,-0.6437317309411454,-0.6212856464688656,-0.5304474339068213,-0.2896238498278344,M
9,0.21659075159249772,0.3236863587956897,0.2506716146449868,0.1341092702810522,-0.202163742044761,-0.27001189048203095,0.5831702707687715,2.8123218443538693,F
10,0.00839367666225776,-0.2809817631585129,0.011563294395590387,-0.4532498874210637,-0.7451121365551112,-0.301945868299016,-0.2071390680332622,1.2613489972630176,F
11,-0.7827552080726535,-0.5833158241356144,-0.7057616663526005,-0.8621579121407661,-0.8645157253893376,-0.9086914468217304,-0.7459863444891941,0.020570719590336,M
12,-0.28308222824007817,-0.2809817631585129,-0.10799086572910815,-0.5858135862079997,-0.6392259351360803,-0.7809555355537905,-0.3508316750881773,0.3307652890085064,M
