,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,fat
0,6.387322671031193,6.348703379467927,6.310809451894325,6.273476301250359,6.236750362804315,6.2006757866897075,6.165413518090076,6.131196281645226,6.09774470796817,6.0649107043309884,6.03281712550755,6.0015344292033195,5.970896022042509,5.940869162370009,5.911354470891888,5.882298426185124,5.8537610694057145,5.825807608821758,5.798222595308993,5.770422508001305,5.742522679602611,5.71458952314758,5.687008066931955,5.660168440814143,5.6343214235417065,5.609088546835866,5.584173457610164,5.558345236639115,5.531077017290621,5.501735295971055,5.47081461924828,5.439447145270208,5.409135290057842,5.3813358008255365,5.356803288743542,5.335336008995347,5.317677281704183,5.303838151516472,5.295391651332686,5.29456585644484,5.3041133690183,5.326201497476836,5.361366209468318,5.40830938169103,5.464315236375327,5.525785161775526,5.589702934599714,5.654983040017571,5.721446293781625,5.789905742585979,5.860438718230486,5.931756374900455,6.0009928976017175,6.064235297391039,6.117390422703781,6.1580761088246225,6.186822825302546,6.20626587735027,6.218844406129803,6.2278642044604,6.233982026932722,6.238370589044003,6.2404088800757815,6.24035682394081,6.238002063581409,6.233574862544743,6.226713436889355,6.217745008856182,6.2060455289452126,6.191858668624934,6.175566216838207,6.157260158621315,6.136609721568719,6.113596760347321,6.089071934996933,6.063645648489537,6.036505321196414,6.007705938501912,5.976812373889688,5.944627367172297,5.910750241408792,5.875631770243983,5.839469405054858,5.802687313813171,5.7660529475038285,5.729755543885951,5.69422826481774,5.659107992583973,5.623790507166143,5.587815218004863,5.551041595789776,5.514103771163702,5.477596666155542,5.442079446504579,5.408252730626903,5.376667731560002,5.347781472933311,5.321852640345143,5.298799002507903,5.278334850608037,1.7701713830005228
1,6.916264899740526,6.883561524719609,6.851228498592275,6.8194281680392015,6.788028616385526,6.757071159698531,6.726820619654928,6.697539753314272,6.6687484389023926,6.640624988080772,6.613239819394701,6.586378824015577,6.560181197712153,6.534544163819274,6.509392942063134,6.4848661282734845,6.460932977878499,6.437574693822928,6.414704472539288,6.39200142467651,6.369553155170097,6.3474339605961685,6.325793062977495,6.304834072844901,6.284502682817278,6.264713484563235,6.2451831558239315,6.225380101389331,6.204910423142391,6.1833974441804,6.161056471571158,6.138396671783082,6.116330459913177,6.0959132653922765,6.077692476060246,6.061840968115155,6.048969356715309,6.038563244802301,6.031715133066617,6.0298828847226025,6.0349160023790365,6.048227644021952,6.069815086407014,6.098211905687574,6.131050732128208,6.166036972215771,6.20132069579641,6.237397059275133,6.274336916831257,6.312932785690496,6.353002427587986,6.393575561257754,6.4326572850281405,6.467869333286829,6.496860857931178,6.518373984605187,6.5327564212241125,6.541783283223165,6.546573375745999,6.549392630098306,6.550223621511503,6.550232948648748,6.548727367897101,6.546051904672132,6.541991889908815,6.536835415990326,6.530220836373298,6.522460264739319,6.513088368216789,6.502497843763208,6.490929448675865,6.4782481433905215,6.464134343627763,6.448752865175306,6.432824256655864,6.416915252050239,6.399828597876199,6.38190768655348,6.362796346824944,6.343350576997286,6.323055813717352,6.302161485424103,6.280713740551312,6.2588054660417285,6.237067598837206,6.215463111245769,6.194340207135629,6.173563972551807,6.152740244653841,6.13154957293303,6.10986744009244,6.088197903752517,6.066831636772109,6.0462716328800195,6.026747846451942,6.008574436566222,5.992102562386926,5.977332329272253,5.964274710155405,5.952767945062503,3.154838775925376
2,6.302118027491522,6.267324047035382,6.232966358742596,6.199127396125427,6.165689103274155,6.132557812591545,6.099923077533064,6.067929040897122,6.036467845133394,6.005097732311433,5.974316023949754,5.943831970883831,5.913444568655679,5.882976002039108,5.852342224203999,5.821526337092167,5.790579717595735,5.759474058245823,5.7281006092734845,5.696025614983946,5.663715336480099,5.631762605007046,5.60103604535797,5.572082301300967,5.544629047878419,5.518092130962198,5.491122382871712,5.461787571833142,5.428914852111053,5.391887445675789,5.351732756306892,5.31050592472267,5.270516933163544,5.233691202595634,5.200394406832231,5.169617598332802,5.141578809399689,5.116776184047669,5.097850477450719,5.088287891760887,5.092203141188425,5.1128780870720565,5.151452711782782,5.2061818590764934,5.272685033783331,5.344886000015605,5.416980870330923,5.485503104701245,5.549653917901592,5.610240983788213,5.667847241948943,5.7222758916948235,5.772064756715892,5.815142004565964,5.849128562994404,5.872704216949324,5.8862615311189055,5.891948798034601,5.891374291553078,5.887193226440675,5.8799846444504,5.871148701095578,5.860167197834605,5.847294026625905,5.8323086777325965,5.815604305691065,5.796888483632535,5.776421225864446,5.753673487453206,5.728940344943212,5.7025029934126925,5.674482318618841,5.644697671316686,5.613280876234829,5.580994708892171,5.548666313396854,5.515094536188821,5.480656035488337,5.444585797343626,5.407521257895278,5.36928737592182,5.330333275109918,5.291068884522682,5.252034996163049,5.214215147111253,5.178052700057799,5.143790129033701,5.110680766331831,5.077633147934631,5.04385911924461,5.009095523731152,4.974169358393563,4.939905186013961,4.907131882677712,4.876351746947715,4.848116405928315,4.82322480791798,4.802136397394107,4.784930828481497,4.770871783812918,0.6608639829868619
3,6.88776575207319,6.849346316715343,6.811391150920507,6.77413378028429,6.737154944152378,6.700404765823887,6.664081483063867,6.628359467900753,6.593232487016169,6.558350409818442,6.523996962508495,6.4898508870243825,6.455925839476273,6.421976630843056,6.387835316828058,6.353482024843352,6.318951420528979,6.284161928075481,6.248947755549023,6.213176855650747,6.177334374541479,6.141993432699972,6.10804511931012,6.076057413571567,6.0458988995199325,6.01661850749708,5.986833449311079,5.95417865349046,5.917456712682678,5.875967815337986,5.831039240667713,5.784811366260867,5.739883053085986,5.698127949622656,5.659670891250545,5.623593081875338,5.589537057416304,5.559166825629586,5.535705958620556,5.523136187887327,5.526063956942485,5.548166226943669,5.590699826124761,5.651560100395895,5.7254567147838085,5.805382156350576,5.884465307315997,5.9577152928389365,6.024583533731407,6.086778005955147,6.145389464291708,6.201930486352648,6.2568704713532375,6.309653535960165,6.35812670681706,6.399406824606166,6.431268192019247,6.453257094443556,6.465588727682872,6.471142601605996,6.471319924134963,6.468206555021753,6.4621398639472805,6.453959124291836,6.443650887097871,6.431474874829583,6.416850923689383,6.399865223269852,6.379882178315049,6.357199763677537,6.332163668284456,6.304786332002616,6.274797386292857,6.242454857824945,6.20860436856785,6.173973387255239,6.13748470668355,6.099267507956263,6.058653720123967,6.0164796723834515,5.972641179217488,5.927710426467976,5.882221503599583,5.83678582406445,5.792540279011622,5.749815457815255,5.708817703040722,5.668624367764593,5.62801856014826,5.586244532527585,5.543147113042564,5.499714890806945,5.456857164065645,5.415481071042858,5.376263839457731,5.339990849535814,5.30748238764395,5.279271863869029,5.255447906914377,5.235309831146143,0.4641782737645816
4,6.8030247076822175,6.765178359959275,6.727932751049163,6.691161935131982,6.654714360650554,6.61887140745561,6.583940936773634,6.550017469013553,6.516833850979936,6.484317140321448,6.45283209308407,6.422367964612023,6.3926975246487325,6.3635207453922975,6.3349054237207305,6.3069922651680725,6.279838104621474,6.253448705516875,6.227698009780818,6.202187877546907,6.17712010770319,6.15268969452916,6.12915290756791,6.106530229858067,6.084365251394092,6.0620236720639005,6.038975731094555,6.014180597646705,5.987641371794359,5.959351135173359,5.930380047611147,5.902207666664811,5.87612487266422,5.852895159533409,5.832191380522918,5.813196950926452,5.796333319381227,5.783607612801996,5.7780747089235955,5.782238968850578,5.799040827462745,5.83051034256867,5.876329761196868,5.933645291530766,5.997978851512165,6.0644335051962095,6.129131294714132,6.19034672545104,6.2502741719342305,6.312284176452959,6.377326561383419,6.44620712860941,6.518581091712372,6.592481942211653,6.664020603461974,6.72811075499405,6.780547553738776,6.819889315254898,6.846198083933896,6.863537236109668,6.873894699745131,6.879867079661229,6.88245540585754,6.882726489284628,6.880434141548352,6.875914145039718,6.868512395038082,6.858306396321444,6.844689491533956,6.828146316085701,6.8091592848817015,6.787913411638063,6.7641354246953185,6.737989365407655,6.710316832897367,6.681959471183457,6.651660323323514,6.619669437001009,6.585281788736811,6.549847694023908,6.513017915813706,6.475419629717003,6.437391719598394,6.399227324600802,6.361907542547895,6.32551658399553,6.290000500938598,6.254416276411961,6.217859645823833,6.1801853867706145,6.141815136081158,6.103714961103829,6.06657262425716,6.031019676456597,5.9973891941629205,5.966297747478684,5.938376639003462,5.913851984621892,5.892800454398537,5.87433809017744,2.006194234067259
5,7.344215713899258,7.312015465348526,7.280281312022687,7.248874534013718,7.217776642194052,7.186954963585132,7.156705985479972,7.127322276445753,7.098615619956363,7.0703042039047705,7.042660846437378,7.01557932987203,6.9891188232745485,6.963003070078488,6.9372596825428925,6.912047713593572,6.8874071025958585,6.863244185646238,6.839438387955362,6.81582191417847,6.79307298773116,6.771371685897751,6.7511149963719905,6.73220798599091,6.713960351576837,6.695545640336839,6.676101430208606,6.654507155619931,6.631155813954945,6.606388856031011,6.5816958740225635,6.5583406835480345,6.537250282253254,6.518618070809538,6.501511943328859,6.485082184311003,6.4701234685394535,6.458590011721232,6.453227612593263,6.455994485956054,6.469198220107859,6.4940061987718645,6.529032984719075,6.570593394709018,6.613724534988748,6.653658629801168,6.687744700996376,6.715628196493631,6.741055097149893,6.767665091430818,6.796117231721857,6.826949362948119,6.860060518276924,6.894590248482816,6.9285511351443585,6.959476221608616,6.985271245398555,7.005058601058928,7.01792991297735,7.025962808344594,7.029674195733863,7.030881095768405,7.0300184703874065,7.0279900264746304,7.024638212934804,7.0204726281176555,7.014848287515878,7.007789698571631,6.998670116181816,6.987957670070434,6.976175740666136,6.963378755657238,6.9490597902881035,6.933437326017358,6.917355543245271,6.901326718237195,6.884069395773761,6.865847043691627,6.845980730521795,6.8258032670362985,6.805131360533635,6.784192694304422,6.763238501664961,6.742658544623539,6.723054950064572,6.704115253127318,6.685683749713443,6.666681878713483,6.646536214115549,6.625243736420399,6.603318832418188,6.581840070336329,6.561360531386722,6.542089784232233,6.524122314126881,6.507865843171535,6.493946885785257,6.482495177466156,6.47317887581854,6.465117665504078,3.359391913516548
6,7.29297580799052,7.260971515774476,7.229526651286607,7.198717766187814,7.168426561455017,7.1386879725603825,7.1098162409662615,7.081957771720199,7.054690469228326,7.028081924543996,7.002077141082185,6.977004632330909,6.952735923377368,6.929194544877472,6.906288874788922,6.8839050831546915,6.86212573766072,6.840702169945236,6.820059141814656,6.799262884304904,6.7779243222641625,6.755763224302077,6.733405562023703,6.711899761106716,6.691979579077317,6.674062960015833,6.657885516879757,6.642661715744029,6.62713081477246,6.609336042377681,6.588547648991673,6.565499714097045,6.542431912794833,6.521957398237146,6.505319793524644,6.491930993269122,6.480224395651985,6.468811365612238,6.457373515614865,6.447110646728024,6.440909322323894,6.4422681316757515,6.454142544831266,6.478047746056906,6.513362749118878,6.557397780512339,6.606661444850077,6.657926031646408,6.711562516706032,6.766081721821536,6.819469162677504,6.868799825282292,6.9100580606278985,6.940424771305739,6.959001771907344,6.967463350154434,6.969360270270466,6.968347196417437,6.965622705358495,6.96305266512643,6.95958264026059,6.955226756967395,6.949373967664911,6.942240230568521,6.933591936976614,6.923983973529548,6.913232261777972,6.901816157106638,6.889085432101041,6.8753052706412605,6.860886793192097,6.845868809678337,6.829864655854019,6.8127811282792825,6.795321353600846,6.778263901035153,6.760721741669146,6.74327387267631,6.724839331887886,6.705963491968593,6.685970134943006,6.664908648493847,6.6428004684582875,6.619764129575505,6.596853851818065,6.574664395715642,6.554249858651595,6.535591966341683,6.517792923965746,6.499810642070274,6.4809451057114025,6.461532015425397,6.441955761994926,6.422776542599487,6.404372353843905,6.387043515937152,6.371155387198506,6.35702332650376,6.345309006250377,6.336080052740207,3.359391913516548
7,6.162989482971704,6.126850127851314,6.091475089425629,6.05627402300523,6.0216144826120015,5.987401935171528,5.953798266897058,5.920967677829485,5.888804078249135,5.856869599027927,5.8257232259929514,5.795164357015249,5.7648772850157615,5.734754205468741,5.7047109803110665,5.674704879159254,5.644869931036757,5.6151525816294905,5.585572887657266,5.555543727907931,5.525406092364867,5.495624497193005,5.4667905120384175,5.4393977071401505,5.4133688666454916,5.388058852291555,5.362481479724136,5.334851756570897,5.3042207819601845,5.270010263353301,5.233206979449951,5.195646753277028,5.1594430333586985,5.126330860674504,5.096587435414459,5.069977862465636,5.046475853196791,5.026947643282912,5.0139514667501714,5.010853185446178,5.021480896728514,5.048873740798875,5.093944930368933,5.154685576719214,5.226976442034556,5.305575581133682,5.385200916885598,5.462262746105324,5.536450844098236,5.608981918797699,5.680962448885664,5.752907920236557,5.824202345387192,5.892958922631693,5.955780793233234,6.0085413867740884,6.046951227359942,6.0738564951375205,6.091191892379156,6.102376189907266,6.108713189625807,6.111923975069385,6.11223876691929,6.1103348349511,6.106108992173158,6.099835305328675,6.090900946317906,6.079428416001266,6.064720594430047,6.047019869358854,6.027017308425689,6.004863011411701,5.980109801114774,5.952979288766107,5.92430554418519,5.894795439452788,5.863560864083169,5.830751972112764,5.79563434412982,5.759104052205005,5.720917002062189,5.68172618698171,5.641970898180435,5.602124069859444,5.563296103607713,5.52565972234835,5.489349815428828,5.453528469059992,5.417188267559618,5.379745588897262,5.341310887863838,5.302801768495385,5.264836386018318,5.228200373115442,5.193573374141258,5.161687059068377,5.133304912561504,5.108855705568426,5.088500467749639,5.071560126962623,0.8339474071024685
8,7.986983733591569,7.9535445532017475,7.920378078000994,7.887594863930417,7.854971172373037,7.822730608597892,7.790893307340679,7.759550621283955,7.728759188941131,7.698167273371332,7.668072034502897,7.638223280549049,7.608398369718706,7.578556824187798,7.548580940577575,7.518435883271111,7.488269700098792,7.458011655308266,7.427427770859814,7.396208354975232,7.364758338968725,7.333488952682564,7.303104767101493,7.274263639659425,7.246744303184518,7.219710634386684,7.192184746954868,7.162230028648468,7.128779205345344,7.091110790067993,7.050198400171224,7.008179548155003,6.967539895159119,6.930088838291147,6.896054974418818,6.864840103742276,6.836314993728934,6.811637067285045,6.793839457711769,6.786922095460619,6.795583210472843,6.823511411650788,6.871436481206132,6.936733808014156,7.014055927652551,7.097170885560544,7.180192357502972,7.25877664256789,7.332564234772978,7.4030350698252105,7.471493200560701,7.538711451342091,7.604569376194161,7.667897049663,7.7256490535133615,7.774461917526616,7.810188390474001,7.835577687587492,7.852330643067038,7.8636202258780035,7.8701829272271455,7.873815550797861,7.87456862312873,7.873224882218966,7.869742424871237,7.864403950228939,7.856591881885209,7.846376514819484,7.83271499550728,7.815912389162736,7.796851495071314,7.775746904020054,7.752041172560849,7.725913706009258,7.6982161576884645,7.669848214626804,7.639417291334687,7.607160595257366,7.572295054134257,7.535984675308612,7.497805458370588,7.458510079469025,7.418464080824167,7.37837321929209,7.339547590908462,7.302158338491239,7.266277075359886,7.230729976628387,7.194262937991079,7.156024555824193,7.116423234486997,7.0764439615712345,7.036907508834309,6.998834052077352,6.96270538598772,6.929464562374751,6.89992767081323,6.874617974822682,6.853671983031802,6.836203777660191,1.5656182454093512
9,8.291226774913493,8.257698595723026,8.224640942100246,8.191816978618483,8.159189542736828,8.126812652053811,8.095065245798473,8.06406073569366,8.033308449224208,8.002726339312666,7.972461295471068,7.942580379942633,7.913031529692168,7.883441294126388,7.853660168149715,7.823740110092273,7.79374182946778,7.7636104104384795,7.733102209986069,7.702151004699254,7.670752810728541,7.639108584907401,7.607964552908774,7.578153485707735,7.5499582359501485,7.52282525758777,7.495447872239073,7.465603772802369,7.432191329649183,7.394871472642104,7.353960423801735,7.3112779541736295,7.26955493243978,7.231477615485774,7.198023235422293,7.16827459259594,7.141562377680796,7.118594769811128,7.10198740149148,7.095483766039131,7.103554766723266,7.130150083198132,7.177532798747579,7.2444010232878036,7.326819477132879,7.418552774598067,7.513268173796535,7.606337724347562,7.697087194483819,7.786191438529088,7.873317978204834,7.956569588668672,8.032483947944261,8.095842982944303,8.142170263521335,8.17198951631864,8.18954246919966,8.200208478968607,8.206555274937678,8.211508887582676,8.214040815887715,8.21460998592753,8.212399723856022,8.20765644043769,8.200099840704192,8.190184033566968,8.177693380891457,8.163103329821876,8.145580554331925,8.12559626019626,8.103100395071689,8.078464141674754,8.050902334095023,8.021347605820592,7.990627294044773,7.959276796372958,7.9261913820791,7.891623902449914,7.854669798015944,7.816101863128209,7.775099686869219,7.732392284621572,7.688424083467812,7.6437677731895945,7.599914380834027,7.557636985433077,7.517723832612057,7.479557367979023,7.44159480588822,7.402492825188062,7.361521964650447,7.319815782412581,7.278381176343099,7.238367508479673,7.200334502843142,7.165027307185309,7.133253803336511,7.105685684930827,7.082688188423001,7.063405088004006,1.5656182454093512
