CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.0007354788300939559,0.7725522256374846,0.3370505887249656,0.0,4.647421573879884,9.367130795388691,2.318549286451426,1.9442597774767214,0.11496035264074245,1.7580277347926476,7.07414614143549,4.351753832262611,0.6980654411986064,2.612099460446782
0.0031781529825737243,0.0,1.0315790745824704,0.0,4.051376799534694,9.14773335926856,2.8057291211812503,2.3612060490720355,0.2299207052814849,1.4373064588507456,8.230052373696191,4.351753832262611,1.281188380031177,2.3508895144021045
0.003175825517921528,0.0,1.0315790745824704,0.0,4.051376799534694,10.236172587812584,2.17275094175126,2.3612060490720355,0.2299207052814849,1.4373064588507456,8.230052373696191,4.307128893745834,0.5649003469940529,3.7766604698959734
0.0037670015395793286,0.0,0.3180823737750758,0.0,3.9563551688419825,9.969761415380997,1.6286741920164924,2.881782792914274,0.34488105792222734,1.3185208010944856,8.646178617310042,4.32686473879011,0.4121109231172495,3.635171749121772
0.008035571711706909,0.0,0.3180823737750758,0.0,3.9563551688419825,10.182035558120605,1.9273829957924433,2.881782792914274,0.34488105792222734,1.3185208010944856,8.646178617310042,4.351753832262611,0.7471262653792312,3.939916686173897
0.0034737409934026244,0.0,0.3180823737750758,0.0,3.9563551688419825,9.160555287353503,2.0874055692438453,2.881782792914274,0.34488105792222734,1.3185208010944856,8.646178617310042,4.321272916027565,0.7303054113744455,3.123635604784277
0.01027459270711952,0.5364946011371421,1.1483065511971773,0.0,4.526484952998251,8.565047960741719,2.368334087080751,2.6432900960047214,0.5748017632037122,1.8471169781098424,7.027909892145061,4.3375001663973025,1.7423601273290514,2.4923782351763046
0.01682175077374705,0.5364946011371421,1.1483065511971773,0.0,4.526484952998251,8.792993348918479,3.417370957484387,2.8286840601161933,0.5748017632037122,1.8471169781098424,7.027909892145061,4.351753832262611,2.68432795159705,2.949495640754492
0.024582681656494822,0.5364946011371421,1.1483065511971773,0.0,4.526484952998251,8.022253005145814,3.5560571878089355,2.8912426387753465,0.5748017632037122,1.8471169781098424,7.027909892145061,4.239149871926665,4.195401336360298,1.795818379057163
0.01978810447297093,0.5364946011371421,1.1483065511971773,0.0,4.526484952998251,8.553650691332882,3.054653124327876,3.133680899536503,0.5748017632037122,1.8471169781098424,7.027909892145061,4.2400270205953,2.3969716956819616,2.057028325101841
0.026171176281618636,0.5364946011371421,1.1483065511971773,0.0,4.526484952998251,9.085048377519952,3.3533619281038263,3.0170253128878994,0.5748017632037122,1.8471169781098424,7.027909892145061,4.3037299426548765,2.8665538699822286,1.632562162779239
0.013670363634673577,0.5364946011371421,1.1483065511971773,0.0,4.526484952998251,8.560773984713407,2.9479714086936077,2.9599810162382156,0.5748017632037122,1.8471169781098424,7.027909892145061,4.351753832262611,1.8601061053625512,2.057028325101841
